medium	description	compound	name	vmh.id	modelseed	maxFlux
FOOD_HumanaPre	Humana Pre (from birth)	cys__L	L-Cysteine	cys_L	cpd00084	0.346649059095411
FOOD_HumanaPre	Humana Pre (from birth)	glu__L	L-Glutamate	glu_L	cpd00023	19.2210969890573
FOOD_HumanaPre	Humana Pre (from birth)	gly	Glycine	gly	cpd00033	4.47582256560543
FOOD_HumanaPre	Humana Pre (from birth)	his__L	L-Histidine	his_L	cpd00119	2.52658717370287
FOOD_HumanaPre	Humana Pre (from birth)	ile__L	L-Isoleucine	ile_L	cpd00322	5.8702447205916
FOOD_HumanaPre	Humana Pre (from birth)	leu__L	L-Leucine	leu_L	cpd00107	8.85873294198369
FOOD_HumanaPre	Humana Pre (from birth)	lys__L	L-Lysine	lys_L	cpd00039	7.0866680347493
FOOD_HumanaPre	Humana Pre (from birth)	met__L	L-Methionine	met_L	cpd00060	2.34568728637491
FOOD_HumanaPre	Humana Pre (from birth)	phe__L	L-Phenylalanine	phe_L	cpd00066	3.81379018100369
FOOD_HumanaPre	Humana Pre (from birth)	pro__L	L-Proline	pro_L	cpd00129	12.4033701033614
FOOD_HumanaPre	Humana Pre (from birth)	ser__L	L-Serine	ser_L	cpd00054	7.59349129317728
FOOD_HumanaPre	Humana Pre (from birth)	thr__L	L-Threonine	thr_L	cpd00161	5.17125587642713
FOOD_HumanaPre	Humana Pre (from birth)	trp__L	L-Tryptophan	trp_L	cpd00065	0.754051804338246
FOOD_HumanaPre	Humana Pre (from birth)	tyr__L	L-Tyrosine	tyr_L	cpd00069	4.40421656824328
FOOD_HumanaPre	Humana Pre (from birth)	val__L	L-Valine	val_L	cpd00156	7.76781903542467
FOOD_HumanaPre	Humana Pre (from birth)	mn2	Mn2+	mn2	cpd00030	100
FOOD_HumanaPre	Humana Pre (from birth)	zn2	Zn2+	zn2	cpd00034	100
FOOD_HumanaPre	Humana Pre (from birth)	so4	Sulfate	so4	cpd00048	100
FOOD_HumanaPre	Humana Pre (from birth)	cu2	Cu2+	cu2	cpd00058	100
FOOD_HumanaPre	Humana Pre (from birth)	ca2	Ca2+	ca2	cpd00063	100
FOOD_HumanaPre	Humana Pre (from birth)	h	H+	h	cpd00067	100
FOOD_HumanaPre	Humana Pre (from birth)	cl	Cl-	cl	cpd00099	100
FOOD_HumanaPre	Humana Pre (from birth)	cobalt2	Co2+	cobalt2	cpd00149	100
FOOD_HumanaPre	Humana Pre (from birth)	k	K+	k	cpd00205	100
FOOD_HumanaPre	Humana Pre (from birth)	mg2	Mg	mg2	cpd00254	100
FOOD_HumanaPre	Humana Pre (from birth)	hg2	Hg2+	hg2	cpd00531	100
FOOD_HumanaPre	Humana Pre (from birth)	na1	Na+	na1	cpd00971	100
FOOD_HumanaPre	Humana Pre (from birth)	cd2	Cd2+	cd2	cpd01012	100
FOOD_HumanaPre	Humana Pre (from birth)	aso4	Arsenate	aso4	cpd01048	100
FOOD_HumanaPre	Humana Pre (from birth)	fe2	Fe2+	fe2	cpd10515	100
FOOD_HumanaPre	Humana Pre (from birth)	fe3	fe3	fe3	cpd10516	100
FOOD_HumanaPre	Humana Pre (from birth)	cro4	chromate	cro4	cpd11595	100
FOOD_HumanaPre	Humana Pre (from birth)	nh4	NH3	nh4	cpd00013	100
FOOD_HumanaPre	Humana Pre (from birth)	co2	CO2	co2	cpd00011	0.5
FOOD_HumanaPre	Humana Pre (from birth)	mobd	Molybdate	mobd	cpd11574	100
FOOD_HumanaPre	Humana Pre (from birth)	o2	O2	o2	cpd00007	0
FOOD_HumanaPre	Humana Pre (from birth)	h2o	H2O	h2o	cpd00001	100
FOOD_HumanaPre	Humana Pre (from birth)	pi	Phosphate	pi	cpd00009	12.53
FOOD_HumanaPre	Humana Pre (from birth)	so4	Sulfate	so4	cpd00048	100
FOOD_HumanaPre	Humana Pre (from birth)	nh4	NH3	nh4	cpd00013	100
FOOD_HumanaPre	Humana Pre (from birth)	cro4	chromate	cro4	cpd11595	100
FOOD_rumen	Feed of cows	cellb	Cellobiose	cellb	cpd00158	50
FOOD_rumen	Feed of cows	nh4	NH3	nh4	cpd00013	5
FOOD_rumen	Feed of cows	urea	Urea	urea	cpd00073	5
FOOD_rumen	Feed of cows	mn2	Mn2+	mn2	cpd00030	100
FOOD_rumen	Feed of cows	zn2	Zn2+	zn2	cpd00034	100
FOOD_rumen	Feed of cows	so4	Sulfate	so4	cpd00048	100
FOOD_rumen	Feed of cows	cu2	Cu2+	cu2	cpd00058	100
FOOD_rumen	Feed of cows	ca2	Ca2+	ca2	cpd00063	100
FOOD_rumen	Feed of cows	h	H+	h	cpd00067	100
FOOD_rumen	Feed of cows	cl	Cl-	cl	cpd00099	100
FOOD_rumen	Feed of cows	cobalt2	Co2+	cobalt2	cpd00149	100
FOOD_rumen	Feed of cows	k	K+	k	cpd00205	100
FOOD_rumen	Feed of cows	mg2	Mg	mg2	cpd00254	100
FOOD_rumen	Feed of cows	hg2	Hg2+	hg2	cpd00531	100
FOOD_rumen	Feed of cows	na1	Na+	na1	cpd00971	100
FOOD_rumen	Feed of cows	cd2	Cd2+	cd2	cpd01012	100
FOOD_rumen	Feed of cows	aso4	Arsenate	aso4	cpd01048	100
FOOD_rumen	Feed of cows	fe2	Fe2+	fe2	cpd10515	100
FOOD_rumen	Feed of cows	fe3	fe3	fe3	cpd10516	100
FOOD_rumen	Feed of cows	cro4	chromate	cro4	cpd11595	100
FOOD_rumen	Feed of cows	nh4	NH3	nh4	cpd00013	100
FOOD_rumen	Feed of cows	co2	CO2	co2	cpd00011	0.5
FOOD_rumen	Feed of cows	mobd	Molybdate	mobd	cpd11574	100
FOOD_rumen	Feed of cows	h2o	H2O	h2o	cpd00001	100
FOOD_rumen	Feed of cows	pi	Phosphate	pi	cpd00009	12.53
FOOD_rumen	Feed of cows	h2s	H2S	h2s	cpd00239	10
FOOD_rumen	Feed of cows	cro4	chromate	cro4	cpd11595	100
FOOD_wine	Resources for O. oeni in wine fermentation	mal__L	L-Malate	mal_L	cpd00130	15
FOOD_wine	Resources for O. oeni in wine fermentation	cit	Citrate	cit	cpd00137	10
FOOD_wine	Resources for O. oeni in wine fermentation	etoh	ethanol	etoh	cpd00363	5
FOOD_wine	Resources for O. oeni in wine fermentation	glc__D	D-Glucose	glc_D	cpd00027	2
FOOD_wine	Resources for O. oeni in wine fermentation	fru	D-Fructose	fru	cpd00082	2
FOOD_wine	Resources for O. oeni in wine fermentation	sucr	Sucrose	sucr	cpd00076	2
FOOD_wine	Resources for O. oeni in wine fermentation	mn2	Mn2+	mn2	cpd00030	100
FOOD_wine	Resources for O. oeni in wine fermentation	zn2	Zn2+	zn2	cpd00034	100
FOOD_wine	Resources for O. oeni in wine fermentation	so4	Sulfate	so4	cpd00048	100
FOOD_wine	Resources for O. oeni in wine fermentation	cu2	Cu2+	cu2	cpd00058	100
FOOD_wine	Resources for O. oeni in wine fermentation	ca2	Ca2+	ca2	cpd00063	100
FOOD_wine	Resources for O. oeni in wine fermentation	h	H+	h	cpd00067	100
FOOD_wine	Resources for O. oeni in wine fermentation	cl	Cl-	cl	cpd00099	100
FOOD_wine	Resources for O. oeni in wine fermentation	cobalt2	Co2+	cobalt2	cpd00149	100
FOOD_wine	Resources for O. oeni in wine fermentation	k	K+	k	cpd00205	100
FOOD_wine	Resources for O. oeni in wine fermentation	mg2	Mg	mg2	cpd00254	100
FOOD_wine	Resources for O. oeni in wine fermentation	hg2	Hg2+	hg2	cpd00531	100
FOOD_wine	Resources for O. oeni in wine fermentation	na1	Na+	na1	cpd00971	100
FOOD_wine	Resources for O. oeni in wine fermentation	cd2	Cd2+	cd2	cpd01012	100
FOOD_wine	Resources for O. oeni in wine fermentation	aso4	Arsenate	aso4	cpd01048	100
FOOD_wine	Resources for O. oeni in wine fermentation	fe2	Fe2+	fe2	cpd10515	100
FOOD_wine	Resources for O. oeni in wine fermentation	fe3	fe3	fe3	cpd10516	100
FOOD_wine	Resources for O. oeni in wine fermentation	cro4	chromate	cro4	cpd11595	100
FOOD_wine	Resources for O. oeni in wine fermentation	nh4	NH3	nh4	cpd00013	100
FOOD_wine	Resources for O. oeni in wine fermentation	co2	CO2	co2	cpd00011	0.5
FOOD_wine	Resources for O. oeni in wine fermentation	mobd	Molybdate	mobd	cpd11574	100
FOOD_wine	Resources for O. oeni in wine fermentation	h2o	H2O	h2o	cpd00001	100
FOOD_wine	Resources for O. oeni in wine fermentation	pi	Phosphate	pi	cpd00009	12.53
FOOD_wine	Resources for O. oeni in wine fermentation	h2s	H2S	h2s	cpd00239	10
FOOD_wine	Resources for O. oeni in wine fermentation	cro4	chromate	cro4	cpd11595	100
FOOD_wine	Resources for O. oeni in wine fermentation	nh4	NH3	nh4	cpd00013	5
FOOD_wine	Resources for O. oeni in wine fermentation	ala__L	L-Alanine	ala_L	cpd00035	0.59870931538
FOOD_wine	Resources for O. oeni in wine fermentation	arg__L	L-Arginine	arg_L	cpd00051	0.3861021814
FOOD_wine	Resources for O. oeni in wine fermentation	asp__L	L-Aspartate	asp_L	cpd00041	0.91987978963
FOOD_wine	Resources for O. oeni in wine fermentation	cys__L	L-Cysteine	cys_L	cpd00084	0.05829207921
FOOD_wine	Resources for O. oeni in wine fermentation	glu__L	L-Glutamate	glu_L	cpd00023	2.52972127804
FOOD_wine	Resources for O. oeni in wine fermentation	gly	Glycine	gly	cpd00033	0.43728362184
FOOD_wine	Resources for O. oeni in wine fermentation	his__L	L-Histidine	his_L	cpd00119	0.30599871134
FOOD_wine	Resources for O. oeni in wine fermentation	ile__L	L-Isoleucine	ile_L	cpd00322	0.71884908537
FOOD_wine	Resources for O. oeni in wine fermentation	leu__L	L-Leucine	leu_L	cpd00107	1.13816310976
FOOD_wine	Resources for O. oeni in wine fermentation	lys__L	L-Lysine	lys_L	cpd00039	0.89273597811
FOOD_wine	Resources for O. oeni in wine fermentation	met__L	L-Methionine	met_L	cpd00060	0.28445710456
FOOD_wine	Resources for O. oeni in wine fermentation	phe__L	L-Phenylalanine	phe_L	cpd00066	0.50161016949
FOOD_wine	Resources for O. oeni in wine fermentation	pro__L	L-Proline	pro_L	cpd00129	1.46513466551
FOOD_wine	Resources for O. oeni in wine fermentation	ser__L	L-Serine	ser_L	cpd00054	0.87603235014
FOOD_wine	Resources for O. oeni in wine fermentation	thr__L	L-Threonine	thr_L	cpd00161	0.60115869018
FOOD_wine	Resources for O. oeni in wine fermentation	trp__L	L-Tryptophan	trp_L	cpd00065	0.10025954946
FOOD_wine	Resources for O. oeni in wine fermentation	tyr__L	L-Tyrosine	tyr_L	cpd00069	0.46642935982
FOOD_wine	Resources for O. oeni in wine fermentation	val__L	L-Valine	val_L	cpd00156	0.92303159693
FOOD_wine	Resources for O. oeni in wine fermentation	o2	O2	o2	cpd00007	2
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	h2o	H2O	h2o	cpd00001	1000
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	co2	CO2	co2	cpd00011	50
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	h2	H2	h2	cpd11640	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	pi	Phosphate	pi	cpd00009	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	mn2	Mn2+	mn2	cpd00030	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	zn2	Zn2+	zn2	cpd00034	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	so4	Sulfate	so4	cpd00048	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	cu2	Cu2+	cu2	cpd00058	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	ca2	Ca2+	ca2	cpd00063	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	h	H+	h	cpd00067	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	cl	Cl-	cl	cpd00099	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	cobalt2	Co2+	cobalt2	cpd00149	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	k	K+	k	cpd00205	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	mg2	Mg	mg2	cpd00254	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	hg2	Hg2+	hg2	cpd00531	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	na1	Na+	na1	cpd00971	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	cd2	Cd2+	cd2	cpd01012	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	aso4	Arsenate	aso4	cpd01048	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	fe2	Fe2+	fe2	cpd10515	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	fe3	fe3	fe3	cpd10516	0.01
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	cro4	chromate	cro4	cpd11595	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	nh4	NH3	nh4	cpd00013	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	mobd	Molybdate	mobd	cpd11574	100
MM_anaerobic_CO2_H2	Mininmal medium for methanogenesis from H2 and CO2	ni2	Ni2+	ni2	cpd00244	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	h2o	H2O	h2o	cpd00001	1000
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	ac	Acetate	ac	cpd00029	50
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	h2	H2	h2	cpd11640	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	pi	Phosphate	pi	cpd00009	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	mn2	Mn2+	mn2	cpd00030	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	zn2	Zn2+	zn2	cpd00034	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	so4	Sulfate	so4	cpd00048	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	cu2	Cu2+	cu2	cpd00058	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	ca2	Ca2+	ca2	cpd00063	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	h	H+	h	cpd00067	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	cl	Cl-	cl	cpd00099	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	cobalt2	Co2+	cobalt2	cpd00149	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	k	K+	k	cpd00205	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	mg2	Mg	mg2	cpd00254	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	hg2	Hg2+	hg2	cpd00531	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	na1	Na+	na1	cpd00971	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	cd2	Cd2+	cd2	cpd01012	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	aso4	Arsenate	aso4	cpd01048	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	fe2	Fe2+	fe2	cpd10515	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	fe3	fe3	fe3	cpd10516	0.01
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	cro4	chromate	cro4	cpd11595	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	nh4	NH3	nh4	cpd00013	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	mobd	Molybdate	mobd	cpd11574	100
MM_anaerobic_Acetate_H2	Mininmal medium for methanogenesis from H2 and Acetate	ni2	Ni2+	ni2	cpd00244	100
