locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
199445	SO0250	1	139	254291	254725	+	rplO	ribosomal protein L15 (NCBI ptt file)	0.4874	23	FALSE
199446	SO0251	1	139	254733	256073	+	secY	preprotein translocase, SecY subunit (NCBI ptt file)	0.4348	77	FALSE
199447	SO0252	1	139	256095	256208	+	rpmJ	ribosomal protein L36 (NCBI ptt file)	0.4737	3	FALSE
199448	SO0253	1	139	256323	256679	+	rpsM	ribosomal protein S13 (NCBI ptt file)	0.479	17	FALSE
199449	SO0254	1	139	256694	257086	+	rpsK	ribosomal protein S11 (NCBI ptt file)	0.4835	13	FALSE
199450	SO0255	1	139	257118	257738	+	rpsD	ribosomal protein S4 (NCBI ptt file)	0.4461	31	FALSE
199451	SO0256	1	139	257763	258752	+	rpoA	DNA-directed RNA polymerase, alpha subunit (NCBI ptt file)	0.4798	47	FALSE
199452	SO0257	1	139	258793	259188	+	rplQ	ribosomal protein L17 (NCBI ptt file)	0.4975	22	FALSE
199453	SO0258	1	139	259537	259692	+		hypothetical protein (NCBI ptt file)	0.4103	10	FALSE
370313	SO0258.1	1	139	259947	260153	+		putative transposase (NCBI ptt file)	0.4783	8	TRUE
199454	SO0259	1	139	260541	261026	-	ccmE	cytochrome c biogenesis protein CcmE (NCBI ptt file)	0.465	27	TRUE
199455	SO0260	1	139	261023	261223	-	ccmD	heme exporter protein CcmD (NCBI ptt file)	0.4378	6	FALSE
199456	SO0261	1	139	261223	261969	-	ccmC	heme exporter protein CcmC (NCBI ptt file)	0.4552	44	TRUE
199457	SO0262	1	139	261971	262657	-	ccmB	heme exporter protein CcmB (NCBI ptt file)	0.4702	38	TRUE
199458	SO0263	1	139	262669	263319	-	ccmA	heme exporter protein CcmA (NCBI ptt file)	0.4055	31	TRUE
199459	SO0264	1	139	263645	263944	+	scyA	cytochrome c (NCBI ptt file)	0.4067	21	TRUE
199460	SO0265	1	139	264025	265272	-		conserved hypothetical protein (NCBI ptt file)	0.4447	54	TRUE
199461	SO0266	1	139	265671	267650	+	ccmF-1	cytochrome c-type biogenesis protein CcmF (NCBI ptt file)	0.4717	103	TRUE
199462	SO0267	1	139	267662	268216	+	dsbE	thiol:disulfide interchange protein DsbE (NCBI ptt file)	0.4234	34	TRUE
199463	SO0268	1	139	268213	268692	+	ccmH	cytochrome c-type biogenesis protein CcmH (NCBI ptt file)	0.4125	29	TRUE
199464	SO0269	1	139	268689	269273	+		thioredoxin, putative (NCBI ptt file)	0.4496	30	TRUE
2200920	SO_r007	3	139	269814	271342	+	Sp16SA	16S ribosomal RNA (RefSeq)	0.5481	62	FALSE
407356	SO_r008	2	139	271658	274551	+	Sp23SA	23S ribosomal RNA (RefSeq)	0.5142	138	FALSE
2200921	SO_r009	4	139	274755	274874	+	Sp5SA	5S ribosomal RNA (RefSeq)	0.5583	3	FALSE
199467	SO0272	1	139	275264	276538	+	cinA	competence/damage-inducible protein CinA (NCBI ptt file)	0.4847	55	TRUE
199468	SO0273	1	139	276635	277180	-		conserved hypothetical protein (NCBI ptt file)	0.4524	24	TRUE
199469	SO0274	1	139	277180	279825	-	ppc	phosphoenolpyruvate carboxylase (NCBI ptt file)	0.5091	107	TRUE
199470	SO0275	1	139	280524	281504	+	argC	N-acetyl-gamma-glutamyl-phosphate reductase (NCBI ptt file)	0.4832	52	TRUE
199471	SO0276	1	139	281536	282318	+	argB	acetylglutamate kinase (NCBI ptt file)	0.5147	23	TRUE
199472	SO0277	1	139	282331	283236	+	argF	ornithine carbamoyltransferase (NCBI ptt file)	0.4713	46	TRUE
199473	SO0278	1	139	283296	284519	+	argG	argininosuccinate synthase (NCBI ptt file)	0.4918	47	TRUE
199474	SO0279	1	139	284611	285978	+	argH	argininosuccinate lyase (NCBI ptt file)	0.5058	55	TRUE
199475	SO0280	1	139	286053	288572	-	mrcA	penicillin-binding protein 1A (NCBI ptt file)	0.4813	112	FALSE
199476	SO0281	1	139	288762	289841	+		type IV pilus biogenesis protein PilM (NCBI ptt file)	0.4481	51	TRUE
199477	SO0282	1	139	289829	290413	+		type IV pilus biogenesis protein PilN (NCBI ptt file)	0.4291	30	TRUE
199478	SO0283	1	139	290410	291030	+		type IV pilus biogenesis protein PilO (NCBI ptt file)	0.3994	33	TRUE
199479	SO0284	1	139	291030	291545	+		type IV pilus biogenesis protein PilP (NCBI ptt file)	0.4225	30	TRUE
199480	SO0285	1	139	291567	293621	+		type IV pilus biogenesis protein PilQ (NCBI ptt file)	0.4243	126	TRUE
199481	SO0286	1	139	293841	294356	+	aroK	shikimate kinase (NCBI ptt file)	0.4574	18	FALSE
199482	SO0287	1	139	294362	295441	+	aroB	3-dehydroquinate synthase (NCBI ptt file)	0.463	44	TRUE
199483	SO0288	1	139	295460	296872	+		damX domain protein (NCBI ptt file)	0.4706	58	TRUE
199484	SO0289	1	139	296921	297760	+	dam	DNA adenine methylase (NCBI ptt file)	0.4512	41	FALSE
199485	SO0290	1	139	297793	297981	-		hypothetical protein (NCBI ptt file)	0.4603	8	TRUE
199486	SO0291	1	139	297978	298343	-		hypothetical protein (NCBI ptt file)	0.4454	17	TRUE
199487	SO0292	1	139	298606	299283	+	rpe	ribulose-phosphate 3-epimerase (NCBI ptt file)	0.469	33	FALSE
199488	SO0293	1	139	299283	299966	+	gph	phosphoglycolate phosphatase (NCBI ptt file)	0.5073	26	TRUE
199489	SO0294	1	139	300003	301001	+	trpS	tryptophanyl-tRNA synthetase (NCBI ptt file)	0.4965	45	FALSE
199490	SO0295	1	139	301109	301993	-		transcriptional regulator, LysR family (NCBI ptt file)	0.4667	39	TRUE
199491	SO0296	1	139	302102	303025	+		integral membrane domain protein (NCBI ptt file)	0.4621	48	TRUE
199492	SO0297	1	139	303044	303610	-		lipoprotein, putative (NCBI ptt file)	0.4885	23	TRUE
199493	SO0298	1	139	303607	304200	-	gmhA	phosphoheptose isomerase (NCBI ptt file)	0.4899	22	TRUE
199494	SO0299	1	139	304307	304633	-		conserved hypothetical protein TIGR00252 (NCBI ptt file)	0.4648	15	TRUE
199495	SO0300	1	139	304630	306489	-		lipoprotein, putative (NCBI ptt file)	0.5032	88	FALSE
199496	SO0301	1	139	306578	307423	+		hypothetical methyltransferase (NCBI ptt file)	0.5106	29	TRUE
370323	SO0301.1	1	139	307638	307859	-		conserved hypothetical protein (NCBI ptt file)	0.5586	10	FALSE
199497	SO0302	1	139	307975	308481	-		hypothetical protein (NCBI ptt file)	0.4241	29	TRUE
199499	SO0304	1	139	309390	310352	+		hypothetical endonuclease (NCBI ptt file)	0.433	43	TRUE
199500	SO0305	1	139	310746	310859	+		hypothetical protein (NCBI ptt file)	0.5	0	TRUE
199501	SO0306	1	139	311176	312687	-		hypothetical protein (NCBI ptt file)	0.4755	81	TRUE
199503	SO0308	1	139	312988	314208	-		conserved hypothetical protein (NCBI ptt file)	0.4988	52	TRUE
199504	SO0309	1	139	314364	314762	+		conserved hypothetical protein (NCBI ptt file)	0.4787	14	TRUE
199506	SO0311	1	139	314976	317336	+		hypothetical Fe-S oxidoreductase (NCBI ptt file)	0.5286	89	TRUE
199507	SO0312	1	139	317544	318698	-		outer membrane porin, putative (NCBI ptt file)	0.4857	53	TRUE
199508	SO0313	1	139	318823	320142	-	potE	putrescine-ornithine antiporter (NCBI ptt file)	0.4818	59	TRUE
199509	SO0314	1	139	320226	322388	-	speF	ornithine decarboxylase, inducible (NCBI ptt file)	0.4434	106	TRUE
199511	SO0316	1	139	323353	323832	+		hypothetical phosphatidylethanolamine-binding protein (NCBI ptt file)	0.5229	17	TRUE
199512	SO0317	1	139	323850	324608	+		transcriptional regulator, AraC/XylS family (NCBI ptt file)	0.4928	35	TRUE
199513	SO0318	1	139	324640	324990	+		conserved hypothetical protein (NCBI ptt file)	0.4815	19	TRUE
199514	SO0319	1	139	325226	326563	+		conserved domain protein (NCBI ptt file)	0.4776	59	TRUE
199515	SO0320	1	139	326595	327602	+		conserved domain protein (NCBI ptt file)	0.4028	72	TRUE
199516	SO0321	1	139	327699	328301	+		hypothetical protein (NCBI ptt file)	0.476	24	TRUE
199517	SO0322	1	139	328401	328982	-		hypothetical protein (NCBI ptt file)	0.5069	20	TRUE
199518	SO0323	1	139	329121	330053	-		hypothetical protein (NCBI ptt file)	0.433	64	TRUE
199519	SO0324	1	139	330108	330509	-		conserved hypothetical protein (NCBI ptt file)	0.5075	12	TRUE
199520	SO0325	1	139	330614	330973	-		dsrE-related protein (NCBI ptt file)	0.4111	21	TRUE
199521	SO0326	1	139	331225	332148	+		hypothetical protein (NCBI ptt file)	0.4859	38	TRUE
199524	SO0329	1	139	332478	332699	+		hypothetical protein (NCBI ptt file)	0.482	10	TRUE
199525	SO0330	1	139	332721	334175	+		conserved hypothetical protein (NCBI ptt file)	0.501	57	TRUE
199526	SO0331	1	139	334175	334480	+		conserved hypothetical protein (NCBI ptt file)	0.4837	15	TRUE
199527	SO0332	1	139	334521	335558	+		hypothetical kinase (NCBI ptt file)	0.5058	32	TRUE
199528	SO0333	1	139	335685	336293	+	dsbA	thiol:disulfide interchange protein DsbA (NCBI ptt file)	0.4384	25	TRUE
199529	SO0334	1	139	336742	336954	+		conserved hypothetical protein (NCBI ptt file)	0.4085	11	TRUE
199530	SO0335	1	139	336951	337172	-		conserved hypothetical protein (NCBI ptt file)	0.4144	6	TRUE
199531	SO0336	1	139	337352	338875	+		hypothetical Na+/H+ antiporter (NCBI ptt file)	0.5079	66	TRUE
199532	SO0337	1	139	338932	339288	+		hypothetical translation initiation inhibitor, yjgF family (NCBI ptt file)	0.5042	12	TRUE
199533	SO0338	1	139	339476	339811	-		hypothetical protein (NCBI ptt file)	0.4911	15	TRUE
199534	SO0339	1	139	339829	340101	-		hypothetical transcriptional antiterminator (NCBI ptt file)	0.4835	11	TRUE
199535	SO0340	1	139	340328	341419	+	ilvE	branched-chain amino acid aminotransferase (NCBI ptt file)	0.4863	48	TRUE
199536	SO0341	1	139	341460	346007	-		sensory box protein (NCBI ptt file)	0.4595	234	TRUE
199537	SO0342	1	139	346264	347457	-		conserved hypothetical protein (NCBI ptt file)	0.5461	38	TRUE
199538	SO0343	1	139	347544	350147	-	acnA	aconitate hydratase 1 (NCBI ptt file)	0.5296	100	TRUE
199539	SO0344	1	139	350228	351355	-	prpC	methylcitrate synthase (NCBI ptt file)	0.5168	40	TRUE
199540	SO0345	1	139	351590	352468	-	prpB	methylisocitrate lyase (NCBI ptt file)	0.5119	25	TRUE
199541	SO0346	1	139	352532	353248	-		transcriptional regulator. GntR family (NCBI ptt file)	0.5049	28	TRUE
199542	SO0347	1	139	353751	354659	-		acyltransferase family protein (NCBI ptt file)	0.4763	45	TRUE
199543	SO0348	1	139	354700	355602	-		acyltransferase family protein (NCBI ptt file)	0.4474	42	TRUE
199544	SO0349	1	139	355703	357229	-		magnesium chelatase family protein (NCBI ptt file)	0.5265	58	TRUE
199545	SO0350	1	139	357446	358561	+		hypothetical protein (NCBI ptt file)	0.4767	43	TRUE
199546	SO0351	1	139	358578	359174	-		DNA-binding response regulator, LuxR family (NCBI ptt file)	0.5193	20	TRUE
199547	SO0352	1	139	359174	360253	-		sensor histidine kinase, putative (NCBI ptt file)	0.4574	55	TRUE
199548	SO0353	1	139	360341	361039	-		TPR domain protein (NCBI ptt file)	0.4649	34	TRUE
199549	SO0354	1	139	361225	362175	-		sodium/calcium exchanger (NCBI ptt file)	0.4511	54	TRUE
199550	SO0355	1	139	362346	364010	-		AMP-binding protein (NCBI ptt file)	0.4883	70	TRUE
199551	SO0356	1	139	364485	365687	+		ISSod4, transposase (NCBI ptt file)	0.4323	70	FALSE
199552	SO0357	1	139	365794	367647	+		metallo-beta-lactamase superfamily protein (NCBI ptt file)	0.4547	82	TRUE
199553	SO0358	1	139	367847	368230	-		endoribonuclease L-PSP, putative (NCBI ptt file)	0.4714	16	TRUE
199554	SO0359	1	139	368255	370360	-	spoT	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (NCBI ptt file)	0.5157	82	TRUE
199555	SO0360	1	139	370404	370682	-	rpoZ	DNA-directed RNA polymerase, omega subunit (NCBI ptt file)	0.5197	8	TRUE
199556	SO0361	1	139	370741	371364	-	gmk	guanylate kinase (NCBI ptt file)	0.4968	19	FALSE
199557	SO0362	1	139	371943	373493	+		hypothetical protein (NCBI ptt file)	0.5126	72	TRUE
199558	SO0363	1	139	373652	374533	+		hypothetical protein (NCBI ptt file)	0.4898	34	TRUE
199559	SO0364	1	139	374541	375581	+		conserved hypothetical protein (NCBI ptt file)	0.4832	42	TRUE
199560	SO0365	1	139	375687	377111	+		hypothetical permeases of the major facilitator superfamily (NCBI ptt file)	0.5165	53	TRUE
199561	SO0366	1	139	377127	377945	-		hypothetical protein (NCBI ptt file)	0.4652	36	TRUE
199562	SO0367	1	139	378250	379365	+		conserved hypothetical protein (NCBI ptt file)	0.4767	52	TRUE
199563	SO0368	1	139	379805	382753	+		helicase (NCBI ptt file)	0.4232	161	TRUE
199564	SO0369	1	139	382765	383652	-		transcriptional regulator, LysR family (NCBI ptt file)	0.4797	42	TRUE
199565	SO0370	1	139	383887	384378	+		conserved hypothetical protein (NCBI ptt file)	0.4553	23	TRUE
199566	SO0371	1	139	384401	384862	+		conserved hypothetical protein (NCBI ptt file)	0.4567	27	TRUE
199567	SO0372	1	139	385042	385746	+		HAD-superfamily hydrolase, subfamily IA, variant 1 protein family (NCBI ptt file)	0.4922	29	TRUE
10942654	SO_0373	99	139	386192	387124	+			0.4084	51	TRUE
199568	SO0374	1	139	387097	387906	-		ISSod1, transposase OrfB (NCBI ptt file)	0.4568	39	FALSE
199569	SO0375	1	139	387966	388256	-		ISSod1, transposase OrfA (NCBI ptt file)	0.4399	9	FALSE
10942655	SO_0376	99	139	388489	388770	+			0.3936	20	TRUE
199570	SO0377	1	139	389169	389462	+		hypothetical protein (NCBI ptt file)	0.4252	21	TRUE
199571	SO0378	1	139	389568	390770	+		ISSod4, transposase (NCBI ptt file)	0.4323	70	FALSE
199572	SO0379	1	139	390810	391523	-		conserved hypothetical protein (NCBI ptt file)	0.4356	40	TRUE
199573	SO0380	1	139	391526	394627	-	hsdR-1	type I restriction-modification system, R subunit (NCBI ptt file)	0.4371	176	TRUE
199574	SO0381	1	139	394897	395895	-		death-on-curing family protein (NCBI ptt file)	0.4515	46	TRUE
199575	SO0382	1	139	395983	397302	-	hsdS-1	type I restriction-modification system, S subunit (NCBI ptt file)	0.3864	89	TRUE
199576	SO0383	1	139	397292	399049	-	hsdM-1	type I restriction-modification system, M subunit (NCBI ptt file)	0.4744	85	TRUE
199577	SO0384	1	139	399550	400200	-		hypothetical protein (NCBI ptt file)	0.427	36	TRUE
199579	SO0386	1	139	400540	400788	-		DNA-binding protein, putative (NCBI ptt file)	0.4458	11	TRUE
199580	SO0387	1	139	400896	401720	-		hypothetical protein (NCBI ptt file)	0.4048	42	TRUE
199581	SO0388	1	139	402011	403300	+		site-specific recombinase, phage integrase family (NCBI ptt file)	0.4729	58	TRUE
199582	SO0389	1	139	403284	403895	+		hypothetical protein (NCBI ptt file)	0.3938	29	TRUE
199583	SO0390	1	139	403879	404178	+		hypothetical protein (NCBI ptt file)	0.43	16	TRUE
370227	SO0390.1	1	139	404834	405319	+		hypothetical protein (NCBI ptt file)	0.4403	26	TRUE
199584	SO0391	1	139	405328	405930	+		hypothetical protein (NCBI ptt file)	0.4229	38	TRUE
199585	SO0392	1	139	406055	406657	+		lipoprotein, putative (NCBI ptt file)	0.3914	29	TRUE
199586	SO0393	1	139	406898	407203	-	fis	DNA-binding protein Fis (NCBI ptt file)	0.4575	12	TRUE
199587	SO0394	1	139	407220	408188	-		conserved hypothetical protein (NCBI ptt file)	0.4923	34	TRUE
199588	SO0395	1	139	408364	409245	-	prmA	ribosomal protein L11 methyltransferase (NCBI ptt file)	0.4955	33	TRUE
199589	SO0396	1	139	409686	410411	+	frdC	fumarate reductase cytochrome B subunit (NCBI ptt file)	0.4959	35	TRUE
199590	SO0397	1	139	410644	411315	+	fdrC	fumarate reductase cytochrome B subunit (NCBI ptt file)	0.5015	24	TRUE
199591	SO0398	1	139	411381	413387	+	frdA	fumarate reductase flavoprotein subunit (NCBI ptt file)	0.5197	72	TRUE
199592	SO0399	1	139	413387	414118	+	frdB	fumarate reductase iron-sulfur protein (NCBI ptt file)	0.4986	24	TRUE
199593	SO0400	1	139	414182	414466	-		conserved hypothetical protein (NCBI ptt file)	0.4596	10	TRUE
199594	SO0401	1	139	414463	415476	-		alcohol dehydrogenase, zinc-containing (NCBI ptt file)	0.4822	44	TRUE
199595	SO0402	1	139	415596	416525	+		transcriptional regulator, LysR family (NCBI ptt file)	0.4914	41	TRUE
199596	SO0403	1	139	417311	418180	+		hypothetical protein (NCBI ptt file)	0.4391	48	TRUE
199597	SO0404	1	139	418203	421661	+		hypothetical protein (NCBI ptt file)	0.4507	182	TRUE
199598	SO0405	1	139	421774	423039	-	rho	transcription termination factor Rho (NCBI ptt file)	0.4597	61	FALSE
199599	SO0406	1	139	423252	423578	-	trxA	thioredoxin 1 (NCBI ptt file)	0.4434	16	FALSE
199600	SO0407	1	139	423730	425049	+		ATP-dependent RNA helicase, DEAD box family (NCBI ptt file)	0.4561	60	TRUE
199601	SO0408	1	139	425050	425970	+	gppA	guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (NCBI ptt file)	0.4625	34	TRUE
199602	SO0409	1	139	426070	426606	-		hypothetical protein (NCBI ptt file)	0.4507	24	TRUE
199603	SO0410	1	139	426745	427137	-	mutT	mutator mutT protein (NCBI ptt file)	0.4707	19	TRUE
199604	SO0411	1	139	427225	427434	-		conserved hypothetical protein (NCBI ptt file)	0.4429	8	TRUE
199605	SO0412	1	139	427495	428229	-		conserved hypothetical protein (NCBI ptt file)	0.4653	30	TRUE
199606	SO0413	1	139	428222	428839	-		kinase, putative (NCBI ptt file)	0.4531	34	FALSE
199607	SO0414	1	139	428993	429919	-	pilD	type 4 prepilin-like proteins leader peptide processing enzyme (NCBI ptt file)	0.466	42	TRUE
199608	SO0415	1	139	430085	431356	-		type IV pilus biogenesis protein PilC (NCBI ptt file)	0.4772	57	TRUE
199609	SO0416	1	139	431608	433317	-		type IV pilus biogenesis protein PilB (NCBI ptt file)	0.4895	88	TRUE
199610	SO0417	1	139	433391	433807	-		pilin, putative (NCBI ptt file)	0.446	25	TRUE
199611	SO0418	1	139	433914	434012	-		hypothetical protein (NCBI ptt file)	0.3737	8	FALSE
10942656	SO_0419	99	139	434288	434911	-			0.4952	28	TRUE
370246	SO0420.2	1	139	434956	435168	-		hypothetical nicotinate-nucleotide pyrophosphorylase (NCBI ptt file)	0.4648	9	FALSE
199612	SO0420	1	139	435423	435515	-		hypothetical protein (NCBI ptt file)	0.5054	3	FALSE
199613	SO0421	1	139	435462	436007	+	ampD	AmpD protein (NCBI ptt file)	0.4652	24	TRUE
199614	SO0422	1	139	436277	437128	+	ampE	AmpE protein (NCBI ptt file)	0.4531	48	TRUE
199615	SO0423	1	139	437566	438318	+	pdhR	pyruvate dehydrogenase complex repressor (NCBI ptt file)	0.5033	23	TRUE
199616	SO0424	1	139	438400	441066	+	aceE	pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase (NCBI ptt file)	0.4807	132	TRUE
199617	SO0425	1	139	441079	443112	+	aceF	pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase (NCBI ptt file)	0.5221	64	TRUE
199618	SO0426	1	139	443262	444689	+	lpdA	pyruvate dehydrogenase complex, E3 component, lipoamide dehydrogenase (NCBI ptt file)	0.4797	62	FALSE
199619	SO0427	1	139	444828	449303	+		sensory box protein (NCBI ptt file)	0.4426	214	TRUE
199620	SO0428	1	139	449534	451744	+		conserved hypothetical protein (NCBI ptt file)	0.4432	128	TRUE
199621	SO0429	1	139	451966	454008	+		peptidase, M13 family (NCBI ptt file)	0.4699	84	TRUE
199622	SO0430	1	139	454326	454652	-		conserved hypothetical protein (NCBI ptt file)	0.4526	15	TRUE
199623	SO0431	1	139	454705	455358	-		HAD-superfamily hydrolase, subfamily IA, variant 3 protein family (NCBI ptt file)	0.4862	25	TRUE
199624	SO0432	1	139	455780	458377	+	acnB	aconitate hydratase 2 (NCBI ptt file)	0.4838	105	FALSE
199625	SO0433	1	139	458543	459028	-	rsd	regulator of sigma D (NCBI ptt file)	0.4424	22	TRUE
199627	SO0435	1	139	459487	460551	+	hemE	uroporphyrinogen decarboxylase (NCBI ptt file)	0.4779	47	FALSE
199629	SO0437	1	139	461211	463781	+		sensory box protein (NCBI ptt file)	0.464	117	TRUE
199630	SO0438	1	139	463857	464660	+		oxidoreductase, short chain dehydrogenase/reductase family (NCBI ptt file)	0.5062	34	TRUE
199631	SO0439	1	139	464657	464932	-		hypothetical protein (NCBI ptt file)	0.442	9	FALSE
199632	SO0440	1	139	465030	468251	-		conserved hypothetical protein (NCBI ptt file)	0.4997	155	TRUE
199633	SO0441	1	139	468430	469728	-	purD	phosphoribosylamine--glycine ligase (NCBI ptt file)	0.5258	60	TRUE
199634	SO0442	1	139	469791	471422	-	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase (NCBI ptt file)	0.5055	67	TRUE
199635	SO0443	1	139	471758	472249	+		transcriptional regulator, MerR family (NCBI ptt file)	0.5305	15	TRUE
199636	SO0444	1	139	472249	473724	+		hypothetical protein (NCBI ptt file)	0.519	50	TRUE
199637	SO0445	1	139	473830	474720	-		hflC protein, putative (NCBI ptt file)	0.4927	28	TRUE
199639	SO0447	1	139	475053	475307	+		hypothetical protein (NCBI ptt file)	0.4588	13	TRUE
199640	SO0448	1	139	475311	475601	+		hypothetical protein (NCBI ptt file)	0.4433	15	TRUE
199641	SO0449	1	139	475608	477227	+		conserved hypothetical protein (NCBI ptt file)	0.4809	78	TRUE
199642	SO0450	1	139	477300	478463	-		major facilitator family protein (NCBI ptt file)	0.4905	68	TRUE
199643	SO0451	1	139	478775	478927	+		hypothetical protein (NCBI ptt file)	0.451	8	TRUE
199644	SO0452	1	139	478910	479332	-	trxC	thioredoxin 2 (NCBI ptt file)	0.4563	19	TRUE
199645	SO0453	1	139	479507	479842	+	fkbP-1	peptidyl-prolyl cis-trans isomerase FkbP (NCBI ptt file)	0.4673	12	TRUE
199646	SO0454	1	139	479839	480261	-		conserved hypothetical protein (NCBI ptt file)	0.5272	17	TRUE
199647	SO0455	1	139	480304	482337	-		hypothetical transporter (NCBI ptt file)	0.4912	97	TRUE
199648	SO0456	1	139	482440	483396	-		immunogenic-related protein (NCBI ptt file)	0.4838	48	TRUE
199650	SO0458	1	139	483919	484041	-		hypothetical protein (NCBI ptt file)	0.4228	2	FALSE
199651	SO0459	1	139	484359	485840	-		conserved hypothetical protein (NCBI ptt file)	0.4987	63	TRUE
199653	SO0461	1	139	486182	486544	+		hypothetical protein (NCBI ptt file)	0.4711	20	TRUE
199654	SO0462	1	139	486557	486982	+		hypothetical protein (NCBI ptt file)	0.4742	24	TRUE
199655	SO0463	1	139	487030	487908	+		conserved hypothetical protein (NCBI ptt file)	0.5324	33	TRUE
199656	SO0464	1	139	487943	488350	+		MutT/nudix family protein (NCBI ptt file)	0.4681	14	TRUE
199658	SO0466	1	139	489412	489942	+		hypothetical protein (NCBI ptt file)	0.3785	29	TRUE
370248	SO0466.1	1	139	490539	490811	+		hypothetical protein (NCBI ptt file)	0.4872	10	TRUE
