locus,start,end,genomic.element,scaffold
SO0714,731442,731744,NC_004347.2,139
SO0715,731746,732972,NC_004347.2,139
SO0716,732972,733355,NC_004347.2,139
SO0717,733352,733687,NC_004347.2,139
SO0718,733782,734261,NC_004347.2,139
SO0719,734402,736645,NC_004347.2,139
SO0720,736873,737382,NC_004347.2,139
SO0721,737575,737826,NC_004347.2,139
SO0725,738494,740719,NC_004347.2,139
SO0726,741023,742435,NC_004347.2,139
SO0727,742568,742864,NC_004347.2,139
SO0728,742861,743364,NC_004347.2,139
SO0729,743572,743751,NC_004347.2,139
SO0730,743954,746044,NC_004347.2,139
SO0731,746230,747444,NC_004347.2,139
SO0732,747682,747924,NC_004347.2,139
SO0733,748237,748848,NC_004347.2,139
SO0734,749154,749510,NC_004347.2,139
SO0735,749512,750462,NC_004347.2,139
SO0736,750477,751271,NC_004347.2,139
SO0737,751569,753647,NC_004347.2,139
SO0737.1,753875,754522,NC_004347.2,139
SO0740,756464,757399,NC_004347.2,139
SO0741,757617,759254,NC_004347.2,139
SO0742,759472,760521,NC_004347.2,139
SO0743,760518,762152,NC_004347.2,139
SO0744,762286,763293,NC_004347.2,139
SO0745,763509,763928,NC_004347.2,139
SO0746,763935,764531,NC_004347.2,139
SO0747,764597,765346,NC_004347.2,139
SO0748,765469,766146,NC_004347.2,139
SO0749,766254,766847,NC_004347.2,139
SO0750,766859,768349,NC_004347.2,139
SO0752,768765,768971,NC_004347.2,139
SO0753,769028,769285,NC_004347.2,139
SO0754,769396,771186,NC_004347.2,139
SO0755,771713,771889,NC_004347.2,139
SO0756,771939,772997,NC_004347.2,139
SO0757,773234,774421,NC_004347.2,139
SO0758,774551,774898,NC_004347.2,139
SO0760,775008,776234,NC_004347.2,139
SO0761,776269,776607,NC_004347.2,139
SO0762,776916,777458,NC_004347.2,139
SO0763,777835,778056,NC_004347.2,139
SO0764,778043,778852,NC_004347.2,139
SO0765,778981,779685,NC_004347.2,139
SO0766,779788,780609,NC_004347.2,139
SO0766.1,780775,781344,NC_004347.2,139
SO0767,781403,781819,NC_004347.2,139
SO0768,781957,782589,NC_004347.2,139
SO0769,782703,783173,NC_004347.2,139
SO0770,783465,784400,NC_004347.2,139
SO0771,784496,784885,NC_004347.2,139
SO0772,785081,785800,NC_004347.2,139
SO0773,786013,786771,NC_004347.2,139
SO0774,786827,787501,NC_004347.2,139
SO0775,787804,788106,NC_004347.2,139
SO0776,788428,788907,NC_004347.2,139
SO0777,789015,790238,NC_004347.2,139
SO0778,790275,791498,NC_004347.2,139
SO0779,791897,792991,NC_004347.2,139
SO0780,793017,793406,NC_004347.2,139
SO0781,793529,796417,NC_004347.2,139
SO0782,796765,797424,NC_004347.2,139
SO0783,797421,799409,NC_004347.2,139
SO0784,799567,799977,NC_004347.2,139
SO0785,800240,800353,NC_004347.2,139
SO0785.1,799961,800164,NC_004347.2,139
SO0786,800638,801234,NC_004347.2,139
SO0787,801628,802071,NC_004347.2,139
SO0788,802892,803137,NC_004347.2,139
SO0789,803222,803839,NC_004347.2,139
SO0791,804249,805112,NC_004347.2,139
SO0792,805369,805758,NC_004347.2,139
SO0793,806082,806369,NC_004347.2,139
SO0795,807005,808783,NC_004347.2,139
SO0796,808860,809771,NC_004347.2,139
SO0797,810026,810487,NC_004347.2,139
SO0798,810487,812649,NC_004347.2,139
SO0799,812799,813281,NC_004347.2,139
SO0801,813428,814342,NC_004347.2,139
SO0802,814692,816053,NC_004347.2,139
SO0804,816347,816952,NC_004347.2,139
SO0805,817032,817550,NC_004347.2,139
SO0806,817728,819494,NC_004347.2,139
SO0807,819812,820378,NC_004347.2,139
SO0808,820745,821050,NC_004347.2,139
SO0809,821151,821627,NC_004347.2,139
SO0810,821797,822708,NC_004347.2,139
SO0811,822729,823685,NC_004347.2,139
SO0812,823889,825235,NC_004347.2,139
SO0813,825239,826681,NC_004347.2,139
SO0815,827155,829116,NC_004347.2,139
SO0816,829377,830105,NC_004347.2,139
SO0817,830162,831067,NC_004347.2,139
SO0818,831267,833549,NC_004347.2,139
SO0819,833685,834641,NC_004347.2,139
SO0820,834972,836189,NC_004347.2,139
SO0821,836192,838162,NC_004347.2,139
SO0822,838167,839585,NC_004347.2,139
SO0823,839663,840787,NC_004347.2,139
SO0824,840992,841354,NC_004347.2,139
SO0826,841777,843468,NC_004347.2,139
SO0827,844169,845806,NC_004347.2,139
SO0828,846823,847884,NC_004347.2,139
SO0830,848099,849463,NC_004347.2,139
SO0831,849536,850483,NC_004347.2,139
SO0832,850577,851308,NC_004347.2,139
SO0833,851317,852093,NC_004347.2,139
SO0834,852232,852852,NC_004347.2,139
SO0835,852994,854151,NC_004347.2,139
SO0837,854515,855312,NC_004347.2,139
SO0839,855541,856452,NC_004347.2,139
SO0840,856575,861128,NC_004347.2,139
SO0841,861295,862764,NC_004347.2,139
SO0842,863203,865296,NC_004347.2,139
SO0843,865510,866391,NC_004347.2,139
SO0844,866486,866638,NC_004347.2,139
SO0845,866814,867245,NC_004347.2,139
SO0846,867242,868201,NC_004347.2,139
SO0847,868243,868977,NC_004347.2,139
SO0848,869029,871509,NC_004347.2,139
SO0849,871506,871790,NC_004347.2,139
SO0850,872300,873928,NC_004347.2,139
SO0851,873944,874501,NC_004347.2,139
SO0852,874489,874896,NC_004347.2,139
SO0853,874887,875321,NC_004347.2,139
SO0854,875323,875694,NC_004347.2,139
SO0855,875921,877198,NC_004347.2,139
SO0856,877195,879888,NC_004347.2,139
SO0857,879890,880561,NC_004347.2,139
SO0858,881216,882574,NC_004347.2,139
SO0859,882701,887998,NC_004347.2,139
SO0860,888057,889076,NC_004347.2,139
SO0861,889184,890140,NC_004347.2,139
SO0862,890275,891504,NC_004347.2,139
SO0863,891662,892267,NC_004347.2,139
SO0864,892542,893309,NC_004347.2,139
SO0865,893523,895031,NC_004347.2,139
SO0866,895046,895465,NC_004347.2,139
SO0867,895915,898371,NC_004347.2,139
SO0868,898429,898950,NC_004347.2,139
SO0869,899247,900092,NC_004347.2,139
SO0870,900169,900963,NC_004347.2,139
SO0871,901020,901508,NC_004347.2,139
SO0872,901508,902824,NC_004347.2,139
SO0873,903099,903998,NC_004347.2,139
SO0874,904132,904575,NC_004347.2,139
SO0875,904739,905443,NC_004347.2,139
SO0876,905612,906904,NC_004347.2,139
SO0877,907093,907602,NC_004347.2,139
SO0878,907976,908863,NC_004347.2,139
SO0879,908948,909193,NC_004347.2,139
SO0880,909203,910186,NC_004347.2,139
SO0881,910298,910804,NC_004347.2,139
SO0882,910851,912452,NC_004347.2,139
SO0883,912465,912875,NC_004347.2,139
SO0884,912927,913340,NC_004347.2,139
SO0885,913424,915337,NC_004347.2,139
SO0886,915614,915814,NC_004347.2,139
SO0888,917169,918875,NC_004347.2,139
SO0889,918976,919188,NC_004347.2,139
SO0890,919310,920074,NC_004347.2,139
SO0891,920229,920519,NC_004347.2,139
SO0892,920579,921388,NC_004347.2,139
SO0894,922961,923062,NC_004347.2,139
SO0895,923639,924496,NC_004347.2,139
SO0896,924554,924769,NC_004347.2,139
SO0897,924809,926185,NC_004347.2,139
SO0898,926280,926807,NC_004347.2,139
SO0899,926866,927288,NC_004347.2,139
SO0900,927436,928476,NC_004347.2,139
SO0902,928930,930300,NC_004347.2,139
SO0903,930300,931532,NC_004347.2,139
SO0904,931522,932316,NC_004347.2,139
SO0905,932313,932933,NC_004347.2,139
SO0906,932943,933551,NC_004347.2,139
SO0907,933603,934820,NC_004347.2,139
SO0908,934918,935235,NC_004347.2,139
SO0909,935278,935841,NC_004347.2,139
SO0910,936194,937228,NC_004347.2,139
SO0912,938664,939059,NC_004347.2,139
SO0913,939757,940350,NC_004347.2,139
SO0914,940407,941603,NC_004347.2,139
SO0915,941756,944206,NC_004347.2,139
SO0916,944481,945410,NC_004347.2,139
SO0917,945565,946104,NC_004347.2,139
SO0918,946387,948954,NC_004347.2,139
SO0919,949385,950677,NC_004347.2,139
SO0920,950736,951179,NC_004347.2,139
SO0921,951403,951699,NC_004347.2,139
SO0922,951910,953184,NC_004347.2,139
SO0923,953269,953685,NC_004347.2,139
SO0924,953756,953989,NC_004347.2,139
SO0925,954005,955012,NC_004347.2,139
SO0926,955094,955708,NC_004347.2,139
SO0927,955896,956237,NC_004347.2,139
SO0928,956612,957565,NC_004347.2,139
SO0929,957987,959138,NC_004347.2,139
SO0930,959616,961610,NC_004347.2,139
SO0931,961739,962755,NC_004347.2,139
SO0932,962889,964064,NC_004347.2,139
SO0933,964252,965319,NC_004347.2,139
SO0934,965457,966194,NC_004347.2,139
SO0935,966474,967904,NC_004347.2,139
SO0936,968070,968816,NC_004347.2,139
SO0937,968818,969357,NC_004347.2,139
SO0938,969424,969951,NC_004347.2,139
SO0939,969959,970783,NC_004347.2,139
SO0940,971225,971968,NC_004347.2,139
SO0941,971961,972491,NC_004347.2,139
SO0942,972576,973976,NC_004347.2,139
SO0943,973957,976194,NC_004347.2,139
SO0944,976359,977147,NC_004347.2,139
SO0945,977233,980436,NC_004347.2,139
SO0946,980436,981563,NC_004347.2,139
SO0947,982197,983459,NC_004347.2,139
SO0948,983738,984400,NC_004347.2,139
SO0949,985012,986400,NC_004347.2,139
SO0950,986481,987383,NC_004347.2,139
SO0951,987534,988259,NC_004347.2,139
SO0952,988352,990076,NC_004347.2,139
SO0953,990120,990449,NC_004347.2,139
SO0954,990485,990904,NC_004347.2,139
SO0955,990964,991149,NC_004347.2,139
SO0956,991215,992798,NC_004347.2,139
SO0958,993033,993602,NC_004347.2,139
SO0959,993944,995479,NC_004347.2,139
SO0960,995569,996312,NC_004347.2,139
SO0961,996496,996948,NC_004347.2,139
SO0962,997194,997718,NC_004347.2,139
SO0963,997932,998162,NC_004347.2,139
SO0964,998306,998512,NC_004347.2,139
SO0965,998573,999388,NC_004347.2,139
SO0966,999382,999648,NC_004347.2,139
SO0967,999715,1000233,NC_004347.2,139
SO0968,1000301,1001290,NC_004347.2,139
SO0970,1001534,1003324,NC_004347.2,139
SO0971,1003825,1004235,NC_004347.2,139
SO0972,1004232,1004765,NC_004347.2,139
SO0973,1004821,1005111,NC_004347.2,139
SO0974,1005208,1005432,NC_004347.2,139
SO0975,1005492,1006916,NC_004347.2,139
SO0976,1007131,1007556,NC_004347.2,139
SO0977,1007685,1008182,NC_004347.2,139
SO0978,1008247,1009422,NC_004347.2,139
SO0980,1009614,1010762,NC_004347.2,139
SO0981,1010794,1011435,NC_004347.2,139
SO0982,1011484,1011774,NC_004347.2,139
SO0983,1011834,1012643,NC_004347.2,139
SO0984,1012683,1013642,NC_004347.2,139
SO0986,1013799,1014971,NC_004347.2,139
SO0987,1015101,1016765,NC_004347.2,139
SO0988,1016861,1021147,NC_004347.2,139
SO0989,1021392,1022282,NC_004347.2,139
SO0990,1022287,1023978,NC_004347.2,139
SO0992,1025577,1027079,NC_004347.2,139
SO0994,1027191,1027631,NC_004347.2,139
SO0995,1027831,1028025,NC_004347.2,139
SO0996,1028082,1028582,NC_004347.2,139
SO0997,1028752,1029684,NC_004347.2,139
SO0998,1029674,1029853,NC_004347.2,139
SO0999,1029978,1030943,NC_004347.2,139
SO1000,1031124,1032710,NC_004347.2,139
SO1001,1032741,1033838,NC_004347.2,139
SO1002,1034034,1036346,NC_004347.2,139
SO1003,1036510,1038243,NC_004347.2,139
SO1004,1038253,1040361,NC_004347.2,139
SO1006,1040789,1041751,NC_004347.2,139
SO1007,1042150,1043730,NC_004347.2,139
SO1008,1043987,1044865,NC_004347.2,139
SO1009,1045281,1046744,NC_004347.2,139
SO1010,1046741,1048285,NC_004347.2,139
SO1010.1,1047785,1048264,NC_004347.2,139
SO1011,1048384,1050231,NC_004347.2,139
SO1012,1050228,1050536,NC_004347.2,139
SO1013,1050533,1051084,NC_004347.2,139
SO1014,1051095,1051637,NC_004347.2,139
SO1015,1051646,1052614,NC_004347.2,139
SO1016,1052611,1055340,NC_004347.2,139
SO1017,1055382,1056767,NC_004347.2,139
SO1017.1,1056210,1056404,NC_004347.2,139
SO1018,1056764,1057306,NC_004347.2,139
SO1019,1057388,1059193,NC_004347.2,139
SO1020,1059197,1059871,NC_004347.2,139
SO1021,1059901,1060305,NC_004347.2,139
SO1024,1062064,1062873,NC_004347.2,139
SO1025,1062933,1063223,NC_004347.2,139
SO1026,1063812,1065014,NC_004347.2,139
SO1027,1065149,1065493,NC_004347.2,139
SO1028,1065663,1065875,NC_004347.2,139
SO1029,1065911,1066333,NC_004347.2,139
SO1030,1066803,1070537,NC_004347.2,139
SO1031,1070755,1071504,NC_004347.2,139
SO1033,1072108,1072965,NC_004347.2,139
SO1034,1072962,1074104,NC_004347.2,139
SO1035,1074417,1075469,NC_004347.2,139
SO1036,1075576,1076364,NC_004347.2,139
SO1037,1076361,1076966,NC_004347.2,139
SO1038,1077178,1078710,NC_004347.2,139
SO1039,1078726,1079349,NC_004347.2,139
SO1040,1079365,1079517,NC_004347.2,139
SO1042,1080829,1081554,NC_004347.2,139
SO1043,1081547,1082227,NC_004347.2,139
SO1044,1082233,1082967,NC_004347.2,139
SO1045,1083327,1084163,NC_004347.2,139
SO1046,1084167,1085057,NC_004347.2,139
SO1047,1085227,1085613,NC_004347.2,139
SO1048,1085613,1086347,NC_004347.2,139
SO1049,1086745,1087221,NC_004347.2,139
SO1050,1087429,1087551,NC_004347.2,139
SO1051,1087671,1089464,NC_004347.2,139
SO1052,1089653,1091122,NC_004347.2,139
SO1053,1091257,1092105,NC_004347.2,139
SO1053.2,1092427,1093164,NC_004347.2,139
SO1055,1093490,1094878,NC_004347.2,139
SO1056,1094947,1096839,NC_004347.2,139
SO1059,1097332,1099965,NC_004347.2,139
SO1060,1100205,1100798,NC_004347.2,139
SO1061,1100866,1102266,NC_004347.2,139
SO1062,1102263,1102808,NC_004347.2,139
SO1063,1102866,1103078,NC_004347.2,139
SO1064,1103088,1104038,NC_004347.2,139
SO1065,1104192,1104959,NC_004347.2,139
SO1066,1105523,1108138,NC_004347.2,139
SO1067,1108272,1108727,NC_004347.2,139
SO1068,1108836,1109273,NC_004347.2,139
SO1069,1109339,1109566,NC_004347.2,139
SO1070,1109981,1111441,NC_004347.2,139
SO1071,1111521,1112114,NC_004347.2,139
SO1072,1112703,1114178,NC_004347.2,139
SO1074,1114745,1115932,NC_004347.2,139
SO1075,1116151,1118307,NC_004347.2,139
SO1076,1118355,1118471,NC_004347.2,139
SO1077,1118917,1119831,NC_004347.2,139
SO1078,1119828,1120112,NC_004347.2,139
SO1079,1120207,1121016,NC_004347.2,139
SO1080,1121076,1121366,NC_004347.2,139
SO1081,1121736,1122929,NC_004347.2,139
SO1082,1123090,1123380,NC_004347.2,139
SO1083,1123440,1124249,NC_004347.2,139
SO1086,1125513,1126112,NC_004347.2,139
SO1087,1126389,1127726,NC_004347.2,139
SO1090,1128548,1129387,NC_004347.2,139
SO1091,1129590,1130480,NC_004347.2,139
SO1092,1130671,1131450,NC_004347.2,139
SO1093,1131541,1132863,NC_004347.2,139
SO1094,1133432,1133818,NC_004347.2,139
SO1095,1134406,1135698,NC_004347.2,139
SO1096,1135785,1138922,NC_004347.2,139
SO1097,1139134,1140267,NC_004347.2,139
SO1098,1140635,1141183,NC_004347.2,139
SO1099,1141356,1141649,NC_004347.2,139
SO1100,1141864,1142976,NC_004347.2,139
SO1101,1143141,1143650,NC_004347.2,139
SO1102,1143783,1145834,NC_004347.2,139
SO1103,1146236,1147570,NC_004347.2,139
SO1104,1147570,1148769,NC_004347.2,139
SO1105,1148762,1149550,NC_004347.2,139
SO1106,1149550,1150182,NC_004347.2,139
SO1107,1150188,1150796,NC_004347.2,139
SO1108,1150843,1152099,NC_004347.2,139
SO1109,1152199,1153242,NC_004347.2,139
SO1110,1153254,1153478,NC_004347.2,139
SO1111,1153719,1154192,NC_004347.2,139
SO1112,1154202,1154669,NC_004347.2,139
SO1112.1,1155006,1156508,NC_004347.2,139
SO1114,1157158,1158231,NC_004347.2,139
SO1115,1158327,1159787,NC_004347.2,139
SO1116,1159838,1160035,NC_004347.2,139
SO1117,1160006,1161559,NC_004347.2,139
SO1120,1162553,1163842,NC_004347.2,139
SO1121,1164019,1165137,NC_004347.2,139
SO1122,1165150,1166427,NC_004347.2,139
SO1123,1166489,1166791,NC_004347.2,139
SO1124,1166902,1167378,NC_004347.2,139
SO1125,1167521,1168441,NC_004347.2,139
SO1126,1168751,1170670,NC_004347.2,139
SO1127,1170781,1171917,NC_004347.2,139
SO1128,1172012,1172128,NC_004347.2,139
SO1129,1172848,1173657,NC_004347.2,139
SO1130,1173717,1174007,NC_004347.2,139
SO1132,1174225,1174659,NC_004347.2,139
SO1133,1174674,1174964,NC_004347.2,139
SO1134,1175024,1175833,NC_004347.2,139
SO1135,1175891,1176739,NC_004347.2,139
SO1136,1177348,1178691,NC_004347.2,139
SO1137,1178905,1179714,NC_004347.2,139
SO1139,1180088,1180705,NC_004347.2,139
SO1141,1181758,1182918,NC_004347.2,139
SO1142,1182946,1186170,NC_004347.2,139
SO1143,1186243,1187010,NC_004347.2,139
SO1144,1187307,1188395,NC_004347.2,139
SO1145,1188716,1190089,NC_004347.2,139
SO1146,1190112,1190792,NC_004347.2,139
SO1148,1191408,1192541,NC_004347.2,139
SO1149,1192865,1194055,NC_004347.2,139
SO1150,1194143,1194802,NC_004347.2,139
SO1151,1195069,1195995,NC_004347.2,139
SO1152,1196014,1196118,NC_004347.2,139
SO1153,1196192,1196977,NC_004347.2,139
SO1154,1197019,1198011,NC_004347.2,139
SO1155,1198768,1199118,NC_004347.2,139
SO1156,1199204,1201351,NC_004347.2,139
SO1157,1201380,1202546,NC_004347.2,139
SO1158,1202620,1203087,NC_004347.2,139
SO1159,1203306,1203656,NC_004347.2,139
SO1160,1203721,1204209,NC_004347.2,139
SO1161,1204274,1205239,NC_004347.2,139
SO1162,1205236,1205895,NC_004347.2,139
SO1163,1205982,1206248,NC_004347.2,139
SO1164,1206370,1207542,NC_004347.2,139
SO1165,1207687,1208538,NC_004347.2,139
SO1166,1208522,1209586,NC_004347.2,139
SO1167,1209603,1210721,NC_004347.2,139
SO1168,1210703,1212559,NC_004347.2,139
SO1169,1212623,1213093,NC_004347.2,139
SO1170,1213093,1213422,NC_004347.2,139
SO1171,1213530,1214168,NC_004347.2,139
SO1172,1214181,1215212,NC_004347.2,139
SO1173,1215265,1215759,NC_004347.2,139
SO1174,1215819,1218398,NC_004347.2,139
SO1175,1218574,1219020,NC_004347.2,139
SO1176,1219078,1219569,NC_004347.2,139
SO1177,1219581,1221137,NC_004347.2,139
SO1178,1221180,1222055,NC_004347.2,139
SO1179,1222095,1222556,NC_004347.2,139
SO1180,1222546,1223613,NC_004347.2,139
SO1181,1223880,1225304,NC_004347.2,139
SO1182,1225444,1225764,NC_004347.2,139
SO1183,1226116,1227330,NC_004347.2,139
SO1184,1227499,1228086,NC_004347.2,139
SO1185,1228241,1229332,NC_004347.2,139
SO1187,1231131,1231778,NC_004347.2,139
SO1188,1232240,1232773,NC_004347.2,139
SO1189,1232787,1233302,NC_004347.2,139
SO1190,1233332,1234150,NC_004347.2,139
SO1191,1234415,1234891,NC_004347.2,139
SO1192,1235169,1235696,NC_004347.2,139
SO1193,1235992,1237848,NC_004347.2,139
SO1194,1237851,1238735,NC_004347.2,139
SO1195,1238792,1239091,NC_004347.2,139
SO1196,1239182,1239811,NC_004347.2,139
SO1197,1239865,1241814,NC_004347.2,139
SO1198,1241974,1242807,NC_004347.2,139
SO1199,1242881,1244218,NC_004347.2,139
SO1200,1244412,1245194,NC_004347.2,139
SO1201,1245196,1245531,NC_004347.2,139
SO1202,1245956,1246411,NC_004347.2,139
SO1203,1246441,1247940,NC_004347.2,139
SO1204,1247966,1250623,NC_004347.2,139
SO1205,1250687,1251130,NC_004347.2,139
SO1207,1252211,1252480,NC_004347.2,139
SO1208,1252572,1254626,NC_004347.2,139
SO1209,1254812,1256920,NC_004347.2,139
SO1210.1,1258115,1258969,NC_004347.2,139
SO1213,1259952,1260722,NC_004347.2,139
SO1214,1260899,1262197,NC_004347.2,139
SO1215,1262531,1263382,NC_004347.2,139
SO1217,1263796,1264566,NC_004347.2,139
SO1218,1264751,1266082,NC_004347.2,139
SO1219,1266092,1267306,NC_004347.2,139
SO1221,1267398,1268108,NC_004347.2,139
SO1222,1268276,1269499,NC_004347.2,139
SO1224,1270673,1271659,NC_004347.2,139
SO1225,1271672,1274050,NC_004347.2,139
SO1226,1274209,1275573,NC_004347.2,139
SO1227,1275656,1276048,NC_004347.2,139
SO1228,1276228,1276938,NC_004347.2,139
SO1229,1276935,1278014,NC_004347.2,139
SO1230,1278074,1281151,NC_004347.2,139
SO1231,1281518,1282171,NC_004347.2,139
SO1232,1282265,1284754,NC_004347.2,139
SO1233,1284770,1285948,NC_004347.2,139
SO1234,1285975,1286145,NC_004347.2,139
SO1236,1286657,1288009,NC_004347.2,139
SO1237,1288036,1288467,NC_004347.2,139
SO1238,1288591,1290450,NC_004347.2,139
SO1239,1290455,1291513,NC_004347.2,139
SO1241,1292011,1292988,NC_004347.2,139
SO1242,1293204,1293812,NC_004347.2,139
SO1244,1294325,1295539,NC_004347.2,139
SO1245,1295931,1297289,NC_004347.2,139
SO1246,1297301,1297522,NC_004347.2,139
SO1247,1298063,1298698,NC_004347.2,139
SO1248,1298746,1299615,NC_004347.2,139
SO1249,1299649,1300650,NC_004347.2,139
SO1250,1300789,1301319,NC_004347.2,139
SO1251,1301423,1301674,NC_004347.2,139
SO1252,1301678,1303045,NC_004347.2,139
SO1254,1303494,1304246,NC_004347.2,139
SO1255,1304327,1305856,NC_004347.2,139
SO1256,1305845,1306258,NC_004347.2,139
SO1258,1306434,1307690,NC_004347.2,139
SO1259,1307826,1308731,NC_004347.2,139
SO1260,1308754,1309575,NC_004347.2,139
SO1261,1310077,1310934,NC_004347.2,139
SO1262,1311028,1311540,NC_004347.2,139
SO1263,1311617,1311712,NC_004347.2,139
SO1264,1311888,1313195,NC_004347.2,139
SO1265,1313430,1313978,NC_004347.2,139
SO1267,1314364,1315125,NC_004347.2,139
SO1268,1315127,1316482,NC_004347.2,139
SO1269,1316595,1317797,NC_004347.2,139
SO1270,1318405,1319508,NC_004347.2,139
SO1271,1319668,1320804,NC_004347.2,139
SO1272,1320801,1321706,NC_004347.2,139
SO1273,1321703,1322518,NC_004347.2,139
SO1274,1322755,1324041,NC_004347.2,139
SO1275,1324098,1325546,NC_004347.2,139
SO1276,1325610,1326887,NC_004347.2,139
SO1277,1326973,1328523,NC_004347.2,139
SO1278,1328993,1331113,NC_004347.2,139
SO1279,1331178,1331354,NC_004347.2,139
SO1279.2,1332660,1333124,NC_004347.2,139
SO1281,1333291,1333962,NC_004347.2,139
SO1282,1334005,1334961,NC_004347.2,139
SO1284,1335571,1337421,NC_004347.2,139
SO1286,1337557,1339281,NC_004347.2,139
SO1287,1339365,1339808,NC_004347.2,139
SO1288,1339815,1340030,NC_004347.2,139
SO1289,1340245,1341261,NC_004347.2,139
SO1290,1341340,1341951,NC_004347.2,139
SO1291,1342213,1342563,NC_004347.2,139
SO1292,1342606,1343109,NC_004347.2,139
SO1293,1343128,1343928,NC_004347.2,139
SO1294,1344013,1344840,NC_004347.2,139
SO1295,1345223,1345489,NC_004347.2,139
SO1295.2,1346496,1346972,NC_004347.2,139
SO1297,1347147,1348811,NC_004347.2,139
SO1298,1348811,1349917,NC_004347.2,139
SO1298.2,1350160,1350300,NC_004347.2,139
SO1298.3,1350303,1350485,NC_004347.2,139
SO1298.4,1350495,1351079,NC_004347.2,139
SO1300,1352002,1353294,NC_004347.2,139
SO1301,1353321,1354340,NC_004347.2,139
SO1302,1354559,1356283,NC_004347.2,139
SO1303,1356358,1357164,NC_004347.2,139
SO1304,1357181,1357507,NC_004347.2,139
SO1305,1357597,1358052,NC_004347.2,139
