tax	Score	N	reference
316279	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/505/GCA_000012505.1_ASM1250v1
2317	0.87	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/545/GCA_000012545.1_ASM1254v1
944	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/565/GCA_000012565.1_ASM1256v1
337090	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/585/GCA_000012585.1_ASM1258v1
39765	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/605/GCA_000012605.1_ASM1260v1
110662	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/625/GCA_000012625.1_ASM1262v1
58180	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/665/GCA_000012665.1_ASM1266v1
34	1	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/685/GCA_000012685.1_ASM1268v1
913	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/725/GCA_000012725.1_ASM1272v1
36861	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/745/GCA_000012745.1_ASM1274v1
2095	1	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/765/GCA_000012765.1_ASM1276v1
1229	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/805/GCA_000012805.1_ASM1280v1
821	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/825/GCA_000012825.1_ASM1282v1
823	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/845/GCA_000012845.1_ASM1284v1
129958	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/865/GCA_000012865.1_ASM1286v1
19	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/885/GCA_000012885.1_ASM1288v1
28232	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/925/GCA_000012925.1_ASM1292v1
482957	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/945/GCA_000012945.1_ASM1294v1
39766	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/965/GCA_000012965.1_ASM1296v1
158327	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/985/GCA_000012985.1_ASM1298v1
39960	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/005/GCA_000013005.1_ASM1300v1
81032	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/025/GCA_000013025.1_ASM1302v1
146919	1	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/045/GCA_000013045.1_ASM1304v1
1085	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/085/GCA_000013085.1_ASM1308v1
1525	1	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/105/GCA_000013105.1_ASM1310v1
948	0.97	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/125/GCA_000013125.1_ASM1312v1
945	0.95	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/145/GCA_000013145.1_ASM1314v1
951	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/165/GCA_000013165.1_ASM1316v1
186490	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/265/GCA_000754265.1_ASM75426v1
321327	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/205/GCA_000013205.1_ASM1320v1
321332	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/225/GCA_000013225.1_ASM1322v1
48935	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/325/GCA_000013325.1_ASM1332v1
106370	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/345/GCA_000013345.1_ASM1334v1
1076	0.97	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/365/GCA_000013365.1_ASM1336v1
161493	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/385/GCA_000013385.1_ASM1338v1
316277	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/405/GCA_000013405.1_ASM1340v1
2203	0.82	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/445/GCA_000013445.1_ASM1344v1
290400	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/565/GCA_000013565.1_ASM1356v1
192843	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/605/GCA_000013605.1_ASM1360v1
375286	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/625/GCA_000013625.1_ASM1362v1
36873	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/645/GCA_000013645.1_ASM1364v1
86304	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/665/GCA_000013665.1_ASM1366v1
405	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/705/GCA_000013705.1_ASM1370v1
29291	0.88	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/725/GCA_000013725.1_ASM1372v1
192073	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/765/GCA_000013765.1_ASM1376v1
316	0.97	19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/105/GCA_000195105.1_ASM19510v1
296591	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/865/GCA_000013865.1_ASM1386v1
912	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/885/GCA_000013885.1_ASM1388v1
330922	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/905/GCA_000013905.1_ASM1390v1
1809	0.75	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/925/GCA_000013925.2_ASM1392v2
174	0.97	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/945/GCA_000013945.1_ASM1394v1
117207	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/985/GCA_000013985.1_ASM1398v1
658062	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/005/GCA_000014005.1_ASM1400v1
28197	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/025/GCA_000014025.1_ASM1402v1
2434	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/045/GCA_000014045.1_ASM1404v1
292414	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/065/GCA_000014065.1_ASM1406v1
1542	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/125/GCA_000014125.1_ASM1412v1
985	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/145/GCA_000014145.1_ASM1414v1
164756	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/165/GCA_000014165.1_ASM1416v1
49319	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/185/GCA_000014185.1_ASM1418v1
1305	0.97	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/205/GCA_000014205.1_ASM1420v1
288	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/225/GCA_000014225.1_ASM1422v1
266779	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/245/GCA_000014245.1_ASM1424v1
1206	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/265/GCA_000014265.1_ASM1426v1
364410	0.97	14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/285/GCA_000014285.2_ASM1428v2
1307	1	45	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/305/GCA_000014305.1_ASM1430v1
788	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/345/GCA_000014345.1_ASM1434v1
1247	0.97	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/385/GCA_000014385.1_ASM1438v1
1584	1	21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/405/GCA_000014405.1_ASM1440v1
1596	1	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/425/GCA_000014425.1_ASM1442v1
1245	1	17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/445/GCA_000014445.1_ASM1444v1
1580	1	20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/465/GCA_000014465.1_ASM1446v1
1255	1	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/505/GCA_000014505.1_ASM1450v1
1597	1	24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/525/GCA_000014525.1_ASM1452v1
132919	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/565/GCA_000014565.1_ASM1456v1
64471	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/585/GCA_000014585.1_ASM1458v1
60481	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/665/GCA_000014665.1_ASM1466v1
60480	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/685/GCA_000014685.1_ASM1468v1
56812	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/705/GCA_000014705.1_ASM1470v1
863	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/725/GCA_000014725.1_ASM1472v1
74318	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/745/GCA_000014745.1_ASM1474v1
916	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/765/GCA_000014765.1_ASM1476v1
351052	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/785/GCA_000014785.1_ASM1478v1
644	0.97	24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/805/GCA_000014805.1_ASM1480v1
1124597	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/865/GCA_000014865.1_ASM1486v1
404011	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/885/GCA_000014885.1_ASM1488v1
332163	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/905/GCA_000014905.1_ASM1490v1
43663	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/925/GCA_000014925.1_ASM1492v1
2224	0.82	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/945/GCA_000014945.1_ASM1494v1
119484	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/965/GCA_000014965.1_ASM1496v1
1772	1	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/005/GCA_000015005.1_ASM1500v1
28049	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/025/GCA_000015025.1_ASM1502v1
29543	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/045/GCA_000015045.1_ASM1504v1
196	1	12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/085/GCA_000015085.1_ASM1508v1
386487	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/105/GCA_000015105.1_ASM1510v1
1096	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/125/GCA_000015125.1_ASM1512v1
54248	0.88	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/145/GCA_000015145.1_ASM1514v1
288000	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/165/GCA_000015165.1_ASM1516v1
351745	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/185/GCA_000015185.1_ASM1518v1
2277	0.75	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/205/GCA_000015205.1_ASM1520v1
2269	0.72	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/225/GCA_000015225.1_ASM1522v1
60478	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/245/GCA_000015245.1_ASM1524v1
196162	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/265/GCA_000015265.1_ASM1526v1
357794	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/285/GCA_000015285.1_ASM1528v1
110539	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/305/GCA_000015305.1_ASM1530v1
80869	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/325/GCA_000015325.1_ASM1532v1
870	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/345/GCA_000015345.1_ASM1534v1
2743	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/365/GCA_000015365.1_ASM1536v1
1587	1	18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/385/GCA_000015385.1_ASM1538v1
189918	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/405/GCA_000015405.1_ASM1540v1
470	1	166	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/261/895/GCA_001261895.2_R2090
774	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/445/GCA_000015445.1_ASM1544v1
881	1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/485/GCA_000015485.1_ASM1548v1
216465	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/505/GCA_000015505.1_ASM1550v1
232721	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/545/GCA_000015545.1_ASM1554v1
364317	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/565/GCA_000015565.1_ASM1556v1
1053	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/585/GCA_000015585.1_ASM1558v1
105560	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/725/GCA_000015725.1_ASM1572v1
33940	1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/745/GCA_000015745.1_ASM1574v1
495036	1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/745/GCA_000015745.1_ASM1574v1
83984	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1
181486	0.65	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/805/GCA_000015805.1_ASM1580v1
2198	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/825/GCA_000015825.1_ASM1582v1
62322	0.97	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/845/GCA_000015845.1_ASM1584v1
1515	1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/865/GCA_000015865.1_ASM1586v1
715	0.97	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/885/GCA_000015885.1_ASM1588v1
2280	0.8	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/945/GCA_000015945.1_ASM1594v1
1063	0.97	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/985/GCA_000015985.1_ASM1598v1
164757	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/005/GCA_000016005.1_ASM1600v1
359303	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/065/GCA_000016065.1_ASM1606v1
1094	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/085/GCA_000016085.1_ASM1608v1
59610	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/165/GCA_000016165.1_ASM1616v1
34018	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/185/GCA_000016185.1_ASM1618v1
60552	0.97	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/205/GCA_000016205.1_ASM1620v1
358	0.97	16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/265/GCA_000016265.1_ASM1626v1
373	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/285/GCA_000016285.1_ASM1628v1
399742	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/325/GCA_000016325.1_ASM1632v1
1804	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/365/GCA_000016365.1_ASM1636v1
121277	0.87	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/385/GCA_000016385.1_ASM1638v1
168695	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/425/GCA_000016425.1_ASM1642v1
2173	0.87	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/525/GCA_000016525.1_ASM1652v1
44001	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/545/GCA_000016545.1_ASM1654v1
300	0.97	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/565/GCA_000016565.1_ASM1656v1
24	0.97	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/585/GCA_000016585.1_ASM1658v1
43687	0.85	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/605/GCA_000016605.1_ASM1660v1
35791	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/625/GCA_000016625.1_ASM1662v1
986	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/645/GCA_000016645.1_ASM1664v1
357808	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/665/GCA_000016665.1_ASM1666v1
524	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/725/GCA_000016725.1_ASM1672v1
351604	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/745/GCA_000016745.1_ASM1674v1
160791	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/765/GCA_000016765.1_ASM1676v1
93929	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/785/GCA_000016785.1_ASM1678v1
236	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/845/GCA_000016845.1_ASM1684v1
349106	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/885/GCA_000016885.1_ASM1688v1
46541	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/905/GCA_000016905.1_ASM1690v1
633	1	25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/945/GCA_000016945.1_ASM1694v1
1520	1	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/965/GCA_000016965.1_ASM1696v1
208226	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/985/GCA_000016985.1_ASM1698v1
1302	0.97	11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/005/GCA_000017005.1_ASM1700v1
1491	1	52	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/165/GCA_000020165.1_ASM2016v1
110321	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/145/GCA_000017145.1_ASM1714v1
2187	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/165/GCA_000017165.1_ASM1716v1
42879	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/185/GCA_000017185.1_ASM1718v1
67854	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/245/GCA_000017245.1_ASM1724v1
284016	0.59	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/265/GCA_000017265.1_ASM1726v1
400668	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/285/GCA_000017285.1_ASM1728v1
131568	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/305/GCA_000017305.1_ASM1730v1
529	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/405/GCA_000017405.1_ASM1740v1
580165	1	11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/425/GCA_000017425.1_ASM1742v1
783	0.97	12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/445/GCA_000017445.3_ASM1744v3
200	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/465/GCA_000017465.2_ASM1746v2
404589	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/505/GCA_000017505.1_ASM1750v1
336810	0.96	34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/525/GCA_000017525.1_ASM1752v1
2424	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/545/GCA_000017545.1_ASM1754v1
256618	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/565/GCA_000017565.1_ASM1756v1
76517	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/585/GCA_000017585.1_ASM1758v1
172	0.99	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/605/GCA_000017605.1_ASM1760v1
358766	0.88	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/625/GCA_000017625.1_ASM1762v1
280	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/645/GCA_000017645.1_ASM1764v1
28141	1	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/015/GCA_000339015.1_ASM33901v1
680	0.97	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/705/GCA_000017705.1_ASM1770v1
199	1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/725/GCA_000017725.2_ASM1772v2
120962	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/805/GCA_000017805.1_ASM1780v1
43989	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/845/GCA_000017845.1_ASM1784v1
177758	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/865/GCA_000017865.1_ASM1786v1
1408	1	14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/885/GCA_000017885.4_ASM1788v4
160233	0.82	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/945/GCA_000017945.1_ASM1794v1
1421	1	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/965/GCA_000017965.1_ASM1796v1
298653	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/005/GCA_000018005.1_ASM1800v1
271097	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/025/GCA_000018025.1_ASM1802v1
545	1	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/045/GCA_000018045.1_ASM1804v1
28151	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/085/GCA_000018085.1_ASM1808v1
155978	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/105/GCA_000018105.1_ASM1810v1
215813	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/145/GCA_000018145.1_ASM1814v1
786	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/205/GCA_000018205.1_ASM1820v1
168697	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/265/GCA_000018265.1_ASM1826v1
70864	0.5	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/285/GCA_000018285.1_ASM1828v1
76887	0.85	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/305/GCA_000018305.1_ASM1830v1
461876	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/325/GCA_000018325.1_ASM1832v1
1781	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/345/GCA_000018345.1_ASM1834v1
342948	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/365/GCA_000018365.1_ASM1836v1
181663	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/405/GCA_000018405.1_ASM1840v1
471827	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/425/GCA_000018425.1_ASM1842v1
338192	0.82	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/465/GCA_000018465.1_ASM1846v1
36855	1	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/525/GCA_000018525.1_ASM1852v1
380	0.97	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/545/GCA_000018545.1_ASM1854v1
65	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/565/GCA_000018565.1_ASM1856v1
69499	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/605/GCA_000018605.1_ASM1860v1
80866	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/665/GCA_000018665.1_ASM1866v1
66219	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/685/GCA_000018685.1_ASM1868v1
2148	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/785/GCA_000018785.1_ASM1878v1
86662	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/825/GCA_000018825.1_ASM1882v1
1405	1	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/825/GCA_000018825.1_ASM1882v1
408	0.97	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/845/GCA_000018845.1_ASM1884v1
1108	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/865/GCA_000018865.1_ASM1886v1
